1.52101,4.49,1.10,0.06,0.00,0.00
1.51761,3.60,1.36,0.48,0.00,0.00
1.51618,3.55,1.54,0.39,0.00,0.00
1.51766,3.69,1.29,0.57,0.00,0.00
1.51742,3.62,1.24,0.55,0.00,0.00
1.51596,3.61,1.62,0.64,0.00,0.26
1.51743,3.60,1.14,0.58,0.00,0.00
1.51756,3.61,1.05,0.57,0.00,0.00
1.51918,3.58,1.37,0.56,0.00,0.00
1.51755,3.60,1.36,0.57,0.00,0.11
1.51571,3.46,1.56,0.67,0.00,0.24
1.51763,3.66,1.27,0.60,0.00,0.00
1.51589,3.43,1.40,0.69,0.00,0.24
1.51748,3.56,1.27,0.54,0.00,0.17
1.51763,3.59,1.31,0.58,0.00,0.00
1.51761,3.54,1.23,0.58,0.00,0.00
1.51784,3.67,1.16,0.61,0.00,0.00
1.52196,3.85,0.89,0.15,0.00,0.00
1.51911,3.73,1.18,0.06,0.00,0.00
1.51735,3.54,1.69,0.54,0.00,0.07
1.51750,3.55,1.49,0.54,0.00,0.19
1.51966,3.75,0.29,0.03,0.00,0.00
1.51736,3.62,1.29,0.59,0.00,0.00
1.51751,3.57,1.35,0.62,0.00,0.00
1.51720,3.50,1.15,0.50,0.00,0.00
1.51764,3.54,1.21,0.65,0.00,0.00
1.51793,3.48,1.41,0.59,0.00,0.00
1.51721,3.48,1.33,0.56,0.00,0.00
1.51768,3.52,1.43,0.57,0.00,0.00
1.51784,3.49,1.28,0.60,0.00,0.00
1.51768,3.56,1.30,0.61,0.00,0.14
1.51747,3.50,1.14,0.56,0.00,0.00
1.51775,3.48,1.23,0.61,0.09,0.22
1.51753,3.47,1.38,0.60,0.00,0.06
1.51783,3.54,1.34,0.57,0.00,0.00
1.51567,3.45,1.21,0.56,0.00,0.00
1.51909,3.53,1.32,0.51,0.11,0.00
1.51797,3.48,1.35,0.64,0.00,0.00
1.52213,3.82,0.47,0.11,0.00,0.00
1.52213,3.82,0.47,0.11,0.00,0.00
1.51793,3.50,1.12,0.64,0.00,0.00
1.51755,3.42,1.20,0.59,0.00,0.00
1.51779,3.39,1.33,0.59,0.00,0.00
1.52210,3.84,0.72,0.17,0.00,0.00
1.51786,3.43,1.19,0.62,0.00,0.30
1.51900,3.48,1.35,0.55,0.00,0.00
